Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description,Platform
https://cellphones.com.vn/nubia-neo-5g.html,Nubia Neo 8GB 256GB,Điện thoại dung lượng lớn,3.990.000đ,Giảm 20%,NaN,4500mAh,"8M, f/2.0, FF","50M AF,f/1.8 +2M, f/2.4","Octa-Core,2.7GHz 1*A76@2.7GHz+3*A76@2.3GHz+4*A55@2.1GHz",NaN,8 GB,1080 x 2408 pixels,256 GB,6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,63 đánh giá,"Tầm nhìn thoải mái, chiến game không lo ngại - Màn hình 6.6 inch cùng tần số quét 120Hz
Đa nhiệm mạnh mẽ, thoải mái sử dụng nhiều tác vụ cùng lúc với RAM mở rộng đến 18GB
Hệ thống làm mát chuyên nghiệp với diện tích tản nhiệt 15416mm²
Năng lượng cho cả ngày - Pin 4500mAh và sạc nhanh 22.5W",CellphoneS
https://cellphones.com.vn/dien-thoai-oppo-a3-8gb-256gb.html,OPPO A3 8GB 256GB,OPPO,5.790.000đ,Giảm 11%,NaN,5100mAh,"5 MP, Khẩu độ F/2.2","50MP, Khẩu độ F/1.8",NaN,NaN,8 GB,720 x 1604 (HD+),256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,"Màn hình LCD, 6.67 inch cho phép bạn xem nội dung với độ chi tiết cao và màu sắc rực rỡ.
Chip Snapdragon 6s 4G Gen1 mang đến hiệu năng mượt mà, xử lý các tác vụ hàng ngày một cách nhanh chóng.
Camera sau 50MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ. 
Pin dung lượng lớn 5100mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin.",CellphoneS
https://cellphones.com.vn/oppo-a79.html,OPPO A79 5G 8GB 256GB,OPPO,6.990.000đ,Giảm 7%,NaN,5000mAh,8MP; f/2.0; FOV 80°; ống kính 4P,"Camera chính: 50MP; f/1.8; FOV 77°; ống kính 5P
2MP, f/2.4; FOV 89°; ống kính 3P; hỗ trợ FF",2 nhân 2.2 GHz & 6 nhân 2.0 GHz,NaN,8 GB,1080 x 2400 pixels (FullHD+),256 GB,6.72 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,5 đánh giá,"Trải nghiệm hình ảnh mượt mà và sống động với màn hình 90Hz, cho bạn những thao tác vuốt chạm và chơi game mượt mà hơn.
Tận hưởng tốc độ internet siêu nhanh và ổn định với kết nối 5G, cho bạn tải xuống, xem video và chơi game online mượt mà hơn.
Lưu trữ thoải mái với bộ nhớ lớn 8GB RAM + 128GB ROM, cho bạn đa nhiệm mượt mà và lưu trữ nhiều ứng dụng, hình ảnh và video.
Sử dụng thoải mái cả ngày dài với pin 5000mAh và sạc nhanh 33W, cho bạn sạc đầy pin nhanh chóng để tiếp tục sử dụng.",CellphoneS
https://cellphones.com.vn/dien-thoai-meizu-mblu-21-128gb.html,Điện thoại Meizu Mblu 21 6GB 128GB,Điện thoại Meizu,2.390.000đ,Giảm 20%,NaN,4900mAh,8 MP,"13MP
0.08 MP",NaN,NaN,6 GB,NaN,128 GB,6.79 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,13 đánh giá,"Meizu Mblu 21 mang thiết kế gọn nhẹ với viền màn hình mỏng, kiểu dáng sang trọng, phù hợp cho mọi đối tượng sử dụng, từ giới trẻ đến người đi làm.
Trang bị màn hình lớn 6.79 inch, Meizu Mblu 21 hiển thị rõ ràng, màu sắc sống động, mang đến trải nghiệm xem phim, chơi game tuyệt vời.
Hiệu năng ổn định đáp ứng tốt các nhu cầu cơ bản như lướt web, xem video, và sử dụng các ứng dụng mạng xã hội mà không giật lag.
Trang bị camera kép phía sau, giúp chụp ảnh rõ nét, sắc màu đẹp mắt. Camera trước hỗ trợ tính năng làm đẹp, mang lại bức ảnh selfie ấn tượng.",CellphoneS
https://cellphones.com.vn/iphone-16-512gb.html,iPhone 16 512GB | Chính hãng VN/A,Apple,27.990.000đ,Giảm 13%,NaN,NaN,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,NaN,NaN,2556 x 1179 pixels,512 GB,6.1 inches,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,2 đánh giá,"iPhone 16 được trang bị vi xử lý Apple A18, cho hiệu năng mạnh mẽ, đáp ứng tốt các tác vụ nặng như chơi game, thiết kế đồ họa và chạy đa nhiệm.
Sở hữu hệ thống camera sau 48MP, cho khả năng chụp ảnh rõ nét, chi tiết và bắt trọn những khoảnh khắc đẹp.
Màn hình Super Retina XDR 6.1 inch, cho trải nghiệm hình ảnh rộng rãi, màu sắc rực rỡ, độ tương phản cao và chi tiết rõ ràng.
Vỏ máy iPhone 16 được làm từ nhôm chuẩn hàng không vũ trụ cứng cáp và kính pha màu ở mặt sau vừa đẹp vừa bền bỉ.",CellphoneS
https://cellphones.com.vn/oppo-a58.html,OPPO A58 4G 6GB 128GB,OPPO,4.290.000đ,Giảm 14%,NaN,5000mAh (Typ),"8 MP, F/2.0","50 MP,F/1.8 (chính) + 2 MP, F/2.4 (Xóa phông)","2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",NaN,6 GB,1080 x 2400 pixels (FullHD+),128 GB,6.72 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,6 đánh giá,"Trang bị chip Helio G85 đáp ứng nhu cầu giải trí hàng ngày của bạn một cách dễ dàng hơn.
Năng lượng bền bỉ từ sáng đến đêm với pin 5000mAh kết hợp cùng công nghệ sạc nhanh 33W.
Trang bị cụm 2 camera với camera chính 50MP - Chụp ảnh sắc nét và quay video chất lượng tốt.
Tận hưởng cảm giác mượt mà với màn hình hiển thị sáng chân thực IPS LCD.",CellphoneS
https://cellphones.com.vn/oppo-a58-8gb-128gb.html,OPPO A58 8GB 128GB,OPPO,4.590.000đ,Giảm 16%,NaN,"5,000mAh",8MP,"Cảm biến chính 50MP
Cảm biến độ sâu 2MP",2.0 GHz,NaN,8 GB,1080 x 2412 pixels,"128 GB",6.72 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Bộ vi xử lý MediaTek Helio G85 8 nhân cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chơi game mượt mà và chỉnh sửa ảnh/video chuyên nghiệp.
RAM 8GB và bộ nhớ trong 128GB cho khả năng lưu trữ thoải mái và đa nhiệm mượt mà.
Màn hình 6.72 inch với tần số quét 60Hz cho trải nghiệm xem phim, chơi game mượt mà và sống động.
 Pin 5000mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không lo hết pin.",CellphoneS
https://cellphones.com.vn/dien-thoai-itel-p55-plus.html,Itel P55 Plus 8GB 128GB,Itel,2.790.000đ,Giảm 15%,NaN,5000mAh,8 MP,Camera góc rộng: 50 MP,Octa-core Processor,NaN,8 GB,NaN,128 GB,6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.6/5,7 đánh giá,"Màn hình kích thước 6.6 inch mang lại hình ảnh sống động, giúp bạn xem phim, chơi game hoặc lướt web với trải nghiệm thị giác tuyệt vời.
Trang bị RAM 8GB và bộ nhớ trong 128GB, Itel P55 Plus mang đến trải nghiệm mượt mà khi đa nhiệm, chơi game hoặc sử dụng ứng dụng nặng.
Thời lượng pin 5000mAh đáp ứng tốt nhu cầu sử dụng cả ngày, phù hợp cho công việc và giải trí mà không lo ngại hết pin.
Thiết kế mỏng nhẹ với các tùy chọn màu sắc bắt mắt, Itel P55 Plus phù hợp với phong cách thời thượng và năng động của người dùng trẻ.",CellphoneS
https://cellphones.com.vn/tecno-pova-6.html,TECNO POVA 6 8GB 256GB,Tecno,5.590.000đ,Giảm 14%,NaN,6.000 mAh,Camera trước 32MP với đèn flash kép,108M + AI,2*A76 up to 2.2Ghz 6*A55 up to 2.0Ghz,NaN,8 GB,1080 x 2436 pixels,256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,24 đánh giá,"Màn hình 6.78 inch cho không gian rộng rãi để xem phim, chơi game và đọc sách.
Pin 6000mAh cho phép sử dụng máy trong thời gian dài mà không cần lo lắng về việc hết pin.
Bộ vi xử lý Helio G99 8 nhân cho hiệu năng mạnh mẽ, xử lý mượt mà các tác vụ đa nhiệm, chơi game 3D cấu hình cao và chỉnh sửa ảnh/video chuyên nghiệp.
Với thiết kế trẻ trung, năng động, Tecno Pova 6 phù hợp với những người dùng yêu thích sự cá tính và nổi bật.",CellphoneS
https://cellphones.com.vn/oppo-find-n3-flip.html,OPPO Find N3 Flip 12GB 256GB,OPPO,16.490.000đ,Giảm 28%,NaN,Li-Po 4300 mAh,"32 MP, f/2.4, FOV 90°, ống kính 5P; Hỗ trợ AF","Camera chính: 50 MP, f/1.8, OIS
Camera góc rộng: 48 MP, f/2.2
Tele: 32 MP, f/2.0","1 nhân 3.05 GHz, 3 nhân 2.85 GHz & 4 nhân 1.8 GHz",NaN,12 GB,1080 x 2520 pixels,256 GB,6.8 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,4 đánh giá,"Bậc thầy thiết kế, siêu mỏng nhe - Mỏng chỉ 239g, nhẹ chỉ 5.8mm với nếp gấp tàng hình
Rực rõ mọi màn hình hiển thị - Kích thước lên đến 7.8mm, độ phân giải 2K+ cùng tần số quét 120Hz mượt mà
Bậc thầy nhiếp ảnh - 3 camera hàng đầu đến 64MP kết hợp cùng đa dạng chế độ chụp hoàn hảo
Nâng cao hiệu suất sử dụng - Chip Snapdragon 8 Gen 2 8 nhân mạnh mẽ cùng hàng loạt tính năng đa nhiệm thông tinh
 ",CellphoneS
https://cellphones.com.vn/oppo-a38.html,OPPO A38 6GB 128GB,OPPO,3.990.000đ,Giảm 11%,NaN,5000 mAh,5 MP,Chính 50 MP & Phụ 2 MP,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,NaN,6 GB,720 x 1612 (HD+),128 GB,6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Trải nghiệm hình ảnh rõ ràng, sắc nét với màn hình LCD 6.56 inch HD+ (1612 x 720) cùng tần số quét 90 Hz.
CPU MediaTek Helio P35 8 nhân,  cho khả năng xử lý đa nhiệm mượt mà, chơi game nhẹ và các tác vụ cơ bản.
Chụp ảnh đẹp, rõ ràng với camera sau AI 13MP (chính) + 2MP (macro) + 2MP (đơn sắc).
Pin dung lượng lớn 5000mAh: Sử dụng thoải mái cả ngày dài với pin dung lượng lớn 5000mAh, hỗ trợ sạc nhanh 33W.",CellphoneS
https://cellphones.com.vn/vivo-y100.html,Vivo Y100,vivo,6.490.000đ,Giảm 16%,NaN,5000 mAh,"8MP, f/2.0","50MP, f/1.8
2MP, f/2.4",4 × 2.8 GHz + 4 × 1.9 GHz,NaN,8 GB,1080 x 2400 pixels (FullHD+),256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Công nghệ màn hình AMOLED mang đến trải nghiệm hình ảnh sống động và sắc nét.
Màn hình vivo Y100 rộng 6.67 inch - Cho không gian hiển thị lớn và thoải mái cho các hoạt động trên điện thoại.
Công nghệ âm thanh Hi-Res Audio tiên tiến, cung cấp chất lượng âm thanh stereo sống động và rõ ràng.
Thiết kế Y100 nốt ruồi, máy không chỉ mang đến trải nghiệm hình ảnh rộng rãi mà còn tạo điểm nhấn thẩm mỹ độc đáo.",CellphoneS
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16-lte.html,Samsung Galaxy A16 LTE 4GB 128GB,Samsung,4.590.000đ,Giảm 10%,NaN,"5,000mAh",13MP,"Camera góc rộng: 50MP
Camera góc siêu rộng: 5MP
Camera Macro: 2MP
Khẩu độ (Đa khẩu độ): F1.8 , F2.2 , F2.4","2.2GHz,2.0GHz Octa-Core",NaN,4 GB,1080 x 2340 pixels (FullHD+),"128 GB",6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,"Màn hình Super AMOLED 6.7 inch, tần số quét 90Hz, giúp hiển thị màu sắc rực rỡ và hình ảnh mượt mà.
Bộ ba camera bao gồm camera chính 50 MP, camera góc siêu rộng 5 MP và camera macro 2 MP, cho phép chụp ảnh đa dạng và chi tiết.
Chíp MediaTek Helio G99 đảm bảo xử lý tác vụ mượt mà và khả năng chơi game ổn định.
Pin dung lượng 5000 mAh hỗ trợ sạc nhanh 25W, cung cấp thời gian sử dụng lâu dài và sạc nhanh chóng.",CellphoneS
https://cellphones.com.vn/dien-thoai-vivo-y04-6gb-128gb.html,vivo Y04 6GB 128GB,vivo,3.790.000đ,Giảm 5%,NaN,5500mAh,"5MP
khẩu độ f/2.2","13MP + 0.08MP
khẩu độ f/2.2 (13MP) + f/3.0 (0.08MP)","8 nhân 12nm, 2 × 1.8GHz + 6 × 1.8GHz",NaN,6 GB,1600 x 720 pixels (HD+),128 GB,6.74 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Hiệu suất mạnh mẽ, vi xử lý Unisoc T7225 8 nhân và GPU Mali-G52 đảm bảo xử lý ổn định, hạn chế giật lag
RAM 6 GB và bộ nhớ 128 GB đa nhiệm hiệu quả và không gian lưu trữ rộng rãi
Camera chính 13 MP và camera selfie 5 MP cho hình ảnh sắc nét, hỗ trợ chụp đêm và quay video Full HD
Màn hình rộng 6.74 inch, IPS LCD với tần số quét 90 Hz mang lại trải nghiệm mượt mà khi chơi game và lướt web
Pin 5500 mAh bền bỉ, cung cấp năng lượng cả ngày",CellphoneS
https://cellphones.com.vn/dien-thoai-oppo-a18-4gb-64gb.html,OPPO A18 4GB 64GB,OPPO,2.890.000đ,Giảm 12%,NaN,"5,000mAh",5 MP,Chính 8 MP & Phụ 2 MP,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,NaN,4 GB,720 x 1612 (HD+),"64 GB",6.56 inches,Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết),NaN,NaN,"Màn hình IPS LCD 6.56 inch với độ phân giải HD+ cho bạn trải nghiệm hình ảnh rộng rãi, sắc nét và sống động. 
Bộ nhớ trong 64GB cho bạn không gian lưu trữ thoải mái cho ứng dụng, hình ảnh và video.
Hệ thống camera kép AI giúp bạn ghi lại những khoảnh khắc đáng nhớ với chất lượng hình ảnh rõ nét và chi tiết. 
Pin dung lượng lớn 5000mAh cho bạn sử dụng cả ngày dài mà không lo hết pin. ",CellphoneS
https://cellphones.com.vn/dien-thoai-nubia-v60-design.html,Nubia V60 Design 6GB 256GB,Điện thoại dung lượng lớn,2.690.000đ,Giảm 18%,NaN,5000mAh,8MP FF,"50MP AI Camera
2MP FF+AI Camera",Octa-Core 1.6GHz,NaN,6 GB,720 x 1612 (HD+),256 GB,6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,14 đánh giá,"Tần số quét 90Hz mang đến trải nghiệm hình ảnh mượt mà và sống động, với tốc độ làm mới cao và màu sắc rực rỡ.
Chip Unisoc T606mang đến hiệu năng mạnh mẽ, cho phép bạn xử lý các tác vụ hàng ngày một cách mượt mà và chơi game một cách hiệu quả.
Bộ nhớ trong 256GB cung cấp đủ không gian lưu trữ cho ảnh, video, nhạc và các ứng dụng của bạn.
Camera sau 50MP + 2MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ. ",CellphoneS
https://cellphones.com.vn/dien-thoai-realme-c65.html,realme C65 8GB 256GB,realme,3.750.000đ,Giảm 29%,NaN,5000 mAh,8 MP,Chính 50 MP & Cảm biến Flicker,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,NaN,8 GB,NaN,256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,4 đánh giá,"Trải nghiệm hình ảnh rộng rãi và thoải mái với màn hình 6.67 inch cùng tỷ lệ màn hình 20:9.
Lưu trữ thoải mái với bộ nhớ lớn 8GB RAM + 256GB ROM, cho bạn đa nhiệm mượt mà và lưu trữ nhiều ứng dụng, hình ảnh và video.
Sử dụng thoải mái cả ngày dài với pin dung lượng lớn 5000mAh.
Thu hút ngay từ cái nhìn đầu tiên với các đường nét mềm mại và hiện đại.",CellphoneS
https://cellphones.com.vn/dien-thoai-vivo-v30e.html,vivo V30E 12GB 256GB,Chuẩn NFC,8.490.000đ,Giảm 19%,NaN,5500 mAh,"32 MP HD Selfie Camera f/2.0, 84º FoV, 5P lens","Camera góc rộng: 50 MP, f/1.8, 1/1.95"", 0.8µm, PDAF, OIS
Camera góc siêu rộng: 8 MP, f/2.2, 120˚, 1/4.0"", 1.12µm",4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55,NaN,12 GB,1080 x 2400 pixels (FullHD+),256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Chip Snapdragon 6 Gen 1 cho khả năng xử lý đa nhiệm mượt mà và chơi game tốt.
Camera góc rộng chất lượng cho khả năng chụp ảnh sắc nét và đẹp mắt.
Pin 5500mAh với sạc nhanh 44W cho thời gian sử dụng lâu dài và sạc nhanh chóng.
Màn hình AMOLED 6.78 inch, tần số quét 120Hz, độ sáng tối đa 1300 nits cho trải nghiệm hình ảnh sống động và mượt mà.",CellphoneS
https://cellphones.com.vn/samsung-galaxy-z-fold-6-512gb.html,Samsung Galaxy Z Fold6 12GB 512GB,Samsung,38.490.000đ,Giảm 20%,NaN,4400 mAh,"Camera bên ngoài:10 MP, f/2.2
Camera bên trong: 4 MP, F1.8","Camera góc rộng: 50.0 MP, f/1.8, Thu phóng quang học 2x
Camera chụp góc siêu rộng: 12.0 MP, f/2.2
Camera ống kính tele: 10.0 MP, f/2.4, Thu phóng Quang học 3x","8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",NaN,12 GB,2160 x 1856 (QXGA+),512 GB,7.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình chính Dynamic AMOLED 2X 7.6 inch mang đến trải nghiệm hình ảnh tuyệt vời, với độ phân giải cao.
Chip Snapdragon 8 Gen 3 cho tốc độ xử lý siêu nhanh, đáp ứng tốt mọi nhu cầu sử dụng một cách mượt mà. 
Camera trước 10MP cho phép bạn chụp ảnh selfie chất lượng cao và thực hiện các cuộc gọi video rõ ràng.
Samsung Galaxy Z Fold6 có thiết kế sang trọng và cao cấp, với khung viền nhôm và mặt lưng kính cường lực.",CellphoneS
https://cellphones.com.vn/dien-thoai-tecno-spark-go-1.html,TECNO SPARK Go 1 4GB 64GB,Tecno,2.090.000đ,Giảm 16%,NaN,5000mAh,8MP,13MP,NaN,NaN,4 GB,NaN,64 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,11 đánh giá,"Chipset T615 với 8 nhân mang lại hiệu suất xử lý ấn tượng, đa nhiệm mượt mà.
RAM 4GB và bộ nhớ trong 64GB, đáp ứng các nhu cầu lưu trữ và xử lý linh hoạt của người dùng.
Màn hình 6.67 inch với độ phân giải HD+ và tần số quét 120 Hz, mang đến trải nghiệm xem phim và chơi game tuyệt vời.
Với viên pin 5,000 mAh giúp bạn thoải mái sử dụng suốt cả ngày chỉ với 1 lần nạp pin.",CellphoneS
https://cellphones.com.vn/dien-thoai-tecno-spark-30c.html,TECNO SPARK 30C 4GB 128GB,Tecno,2.490.000đ,Giảm 14%,NaN,5000 mAh,8M + Dual Flash,48M+ light Sensor + Dual Flash,"MT6769V/CBZA
2x A75 up to 2.0GHz
6x A55 up to 1.7GHz",NaN,4GB + Mở rộng 4GB,720 x 1600 pixel,128 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,20 đánh giá,"Tecno Spark 30c được trang bị chipset MediaTek Helio G81 với CPU 8 nhân cho hiệu suất mượt mà, đảm bảo trải nghiệm đa nhiệm và chơi game tốt nhất.
Trải nghiệm hình ảnh sắc nét với độ phân giải 720 x 1600 pixel, hoàn hảo cho việc xem video và chơi game.
Màn hình nốt ruồi chạm tay ướt và công nghệ âm thanh loa kép DTS mang lại trải nghiệm giải trí tuyệt vời.
Hỗ trợ công nghệ NFC tiện dụng. Pin lớn, bạn có thể thoải mái sử dụng cả ngày mà không lo hết năng lượng",CellphoneS
https://cellphones.com.vn/dien-thoai-infinix-hot-40-pro.html,Infinix Hot 40 Pro Free Fire 8GB 256GB,Chuẩn NFC,3.450.000đ,Giảm 20%,NaN,5000 mAh,"Camera góc rộng: 32 MP, f/2.2","Camera góc rộng: 108 MP, f/1.8, 0.64µm, AF
Camera macro: 2 MP, f/2.4
Camera phụ: 0.08 MP","Octa-core CPU, Lên đến 2.2GHz",NaN,8 GB,1080x2460 pixels,256 GB,6.78 inches,"Mới, nguyên hộp. Hộp gồm: Máy, cáp sạc, củ sạc, ốp lưng, dán màn hình, que lấy SIM, sách HDSD",5.0/5,31 đánh giá,"Chipset MediaTek Helio G99 mạnh mẽ mang lại hiệu suất ổn định và linh hoạt.
Camera chính 108 MP và camera trước 32MP - Tạo nên khả năng chụp ảnh sắc nét và chi tiết.
Dung lượng pin 5.000 mAh cùng sạc nhanh 33W - Mang đến trải nghiệm sử dụng lâu dài cho người dùng.
Màn hình 6.78 inch - tần số quét 120Hz mang lại trải nghiệm mượt mà và mật độ điểm ảnh 396 ppi giúp hình ảnh rõ nét.",CellphoneS
https://cellphones.com.vn/dien-thoai-realme-c61-6gb-128gb.html,realme C61 6GB 128GB,realme,3.690.000đ,Giảm 8%,NaN,5000 mAh,5MP,"Camera góc rộng: 50 MP, ƒ/1.8, 1/2.5"" Kích thước cảm biến
Ống kính phụ trợ: 0.08 MP",2x 1.8 GHz – Cortex-A75 6x 1.8 GHz – Cortex-A55,NaN,6 GB,720 x 1600 pixel,128 GB,6.745 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.0/5,1 đánh giá,"Màn hình IPS LCD 6.745 inch với độ làm tươi 90 Hz cho hình ảnh sắc nét, màu sắc rực rỡ và góc nhìn rộng.
Bộ xử lý Unisoc Tiger T612 cho hiệu năng ổn định, xử lý mượt mà các tác vụ hàng ngày và chơi game nhẹ nhàng.
Cài đặt sẵn hệ điều hành Android 14 mới nhất với giao diện hiện đại, nhiều tính năng hữu ích.
Kháng nước nhẹ IP54 cho bạn yên tâm sử dụng trong điều kiện thời tiết ẩm ướt.",CellphoneS
https://cellphones.com.vn/tecno-camon-30.html,TECNO CAMON 30 8GB 256GB,Tecno,4.990.000đ,Giảm 23%,NaN,5000 mAh,"Camera đơn: 50 MP (Góc rộng), Tự động lấy nét (PDAF)
Đèn flash LED kép
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps","Camera kép:
50 MP, ƒ/1.9 (Góc rộng), 1/1.57"" Kích thước cảm biến, chống rung quang học (OIS) + chống rung điện tử (EIS)
2 MP (Chiều sâu)
Đèn flash LED kép, Dải động cao (HDR), Toàn cảnh
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps","Lõi CPU: 8 lõi
Công nghệ CPU: 6 nm
Tốc độ tối đa của CPU: 2.2 GHz
Kiến trúc CPU: 64-bit
Vi kiến trúc: 2x 2.2 GHz – Cortex-A76, 6x 2.0 GHz – Cortex-A55
Loại bộ nhớ: LPDDR4X",NaN,8 GB,1080 x 2436 pixels,256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,29 đánh giá,"Nâng tầm nhiếp ảnh chân dung với camera 50MP sắc nét, lưu giữ mọi khoảnh khắc đáng nhớ.
Trải nghiệm màn hình lớn mãn nhãn 6.78 inches, hiệu năng mạnh mẽ với chip Helio G99 Ultimate(6nm).
Thiết kế cổ điển cùng dung lượng pin 5000 mAh, sạc nhanh 70W giúp tăng thời lượng sử dụng.",CellphoneS
https://cellphones.com.vn/dien-thoai-nubia-v70-design-8gb-128gb.html,Nubia V70 Design 8GB 128GB,Nubia,2.790.000đ,NaN,NaN,5000 mAh,16.0 MP,"50 MP, ƒ/1.8
2.0 MP",NaN,NaN,8 GB,720 x 1600 pixel,128 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình mượt mà 120Hz – Kích thước 6.7 inch, công nghệ IPS LCD sắc nét mang đến trải nghiệm tương tác thú vị.
Hiệu năng ổn định – Vi xử lý 8 nhân kết hợp RAM 8GB (mở rộng lên 16GB), đảm bảo mượt mà khi chơi game và đa nhiệm.
Bộ nhớ rộng rãi – 128GB lưu trữ thoải mái ứng dụng, hình ảnh, video mà không lo đầy bộ nhớ.
Pin lớn 5000mAh, sạc nhanh 22.5W – Dùng cả ngày dài, sạc nhanh tiết kiệm thời gian.",CellphoneS
https://cellphones.com.vn/dien-thoai-realme-13-plus-5g.html,realme 13+ 5G 8GB 256GB,Chuẩn NFC,7.390.000đ,Giảm 22%,NaN,5000 mAh,"16MP, f/2.4",50MP 882 OIS + 2MP + Flicker,Lõi tám nhân 4*A78 @2.5 GHz，4*A55 @2.5 GHz,NaN,8 GB,1080 x 2400 pixels (FullHD+),256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,4 đánh giá,"Realme 13+ 5G sử dụng bộ vi xử lý hiện đại, mang đến trải nghiệm mượt mà cho các tác vụ đa nhiệm và chơi game.
Màn hình Full HD+ với tần số quét cao 120Hz cho hình ảnh mượt mà và sắc nét khi lướt web, xem video hoặc chơi game.
Hỗ trợ kết nối 5G giúp truy cập Internet nhanh chóng và ổn định, phù hợp cho nhu cầu công việc và giải trí trực tuyến.
Pin dung lượng lớn với công nghệ sạc nhanh, giúp người dùng có thể sử dụng lâu dài mà không lo lắng về việc sạc lại thường xuyên.",CellphoneS
https://cellphones.com.vn/dien-thoai-itel-p55-plus-8gb-256gb.html,Điện thoại Itel P55 Plus NFC 8GB 256GB,Itel,2.990.000đ,Giảm 14%,NaN,5000mAh,8 MP,Camera góc rộng: 50 MP,Octa-core Processor,NaN,8 GB,NaN,256 GB,6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"RAM 8GB và bộ nhớ 256GB, đem đến trải nghiệm mượt mà khi đa nhiệm, chơi game hoặc sử dụng ứng dụng nặng
Pin 5000mAh mang khả năng hoạt động ổn định cả ngày, lý tưởng cho việc xem phim và chơi game liên tục
Sạc nhanh 45W, nạp lại năng lượng nhanh chóng, không cần chờ đợi lâu để sử dụng tiếp
Màn hình 6.6 inch IPS LCD, tần số 90Hz, cung cấp hiển thị rộng rãi với màu sắc sinh động và chân thực
Camera kép 50MP, cảm biến chính cho ảnh chi tiết và sắc nét, với hiệu ứng xóa phông ấn tượng",CellphoneS
