Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description
https://cellphones.com.vn/dien-thoai-oppo-reno13f-5g.html,OPPO Reno13 F 5G 12GB 256GB,OPPO,10290000,6,,,"32MP, F/2.4","Camera chính: 50MP OIS, F/1.8
Camera góc rộng: 8MP, F/2.2
Camera Marco: 2MP, F/2.4",,,12,1080x2400,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,5,"Sản phẩm trang bị màn hình AMOLED kích thước 6.67 inch với độ phân giải 1080 x 2400 pixels, giúp hiển thị hình ảnh mượt mà.
Hệ thống camera sau 50MP với OIS, cùng camera góc rộng 8MP và camera macro 2MP, cho phép người dùng chụp ảnh chất lượng cao trong nhiều điều kiện khác nhau.
Với chipset Qualcomm Snapdragon 6 Gen1 5G và GPU Adreno 710, sản phẩm đảm bảo hiệu năng mượt mà cho mọi tác vụ và trải nghiệm chơi game.
Pin 5800mAh, sạc nhanh 80W cho thời gian sử dụng dài, đi kèm với công nghệ sạc nhanh superVOOC 45W, giúp người dùng dễ dàng nạp năng lượng cho thiết bị trong thời gian ngắn."
https://cellphones.com.vn/dien-thoai-tecno-camon-30s.html,TECNO CAMON 30S 8GB 256GB,Tecno,4590000,16,,,13MP,"50M OIS
2M + light sensor
100MP",,,8,1080x2436,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,62,"Màn hình AMOLED 6.78 inches - Hiển thị hình ảnh rực rỡ, sắc nét, mang lại trải nghiệm giải trí và xem phim tuyệt vời.
Chipset Mediatek G100- Hiệu suất ổn định, đáp ứng tốt nhu cầu chơi game và các tác vụ nặng.
RAM 8GB + Bộ nhớ trong 256GB: Cung cấp hiệu năng mạnh mẽ, cho phép người dùng lưu trữ nhiều ứng dụng và dữ liệu mà không lo đầy bộ nhớ.
Chất lượng hình ảnh sắc nét, hỗ trợ nhiều tính năng chụp ảnh chuyên nghiệp, phù hợp cho nhu cầu chụp ảnh cao cấp."
https://cellphones.com.vn/nubia-neo-2.html,Nubia Neo 2 5G,Chuẩn NFC,4490000,10,,,16MP,"Camera góc rộng: 50 MP, f/1.8, PDAF
Camera đo độ sâu: 2 MP, f/2.4",1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55,,8,1080x2400,256,6.72,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,208,"Trải nghiệm hình ảnh mượt mà, sống động - Màn hình 6.72"" Full HD+ 120Hz
Chơi game liên tục không lo gián đoạn - Pin 6.000 mAh, sạc nhanh 33W
Âm thanh sống động, nhập vai - Hệ thống âm thanh nổi DTS:X Ultra
Trải nghiệm chơi game tuyệt vời - Trang bị nhiều tính năng chơi game, hiệu suất cao"
https://cellphones.com.vn/iphone-14-plus-256gb.html,iPhone 14 Plus 256GB | Chính hãng VN/A,Apple,18990000,17,,4325,"12MP khẩu độ f/1.9, Autofocus","Camera chính: 12MP, 26 mm, ƒ/1.5
Camera góc siêu rộng: 12MP, 13 mm, ƒ/2.4, 120°",6 nhân,,6,2778x1284,256,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.8/5,6,"Trải nghiệm thị giác ấn tượng - Màn hình lớn 6.7"""" sắc nét với công nghệ Super Retina XDR
Sử dụng lâu dài với viên pin lớn giúp phát video liên tục lên tới 26 giờ
Tuyệt đỉnh thiết kế, tỉ mỉ từng đường nét - Nâng cấp toàn diện với kiểu dáng mới, nhiều lựa chọn màu sắc trẻ trung
Hiệu năng hàng đầu thế giới - Apple A15 Bionic 6 nhân xử lí nhanh, ổn định"
https://cellphones.com.vn/dien-thoai-oppo-reno12-f.html,OPPO Reno12 F 5G 8GB 256GB,OPPO,7490000,21,,5000,32MP,"50MP
Camera góc rộng: 8MP
Camera xóa phông: 2MP",,,8,,256,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,8,"Màn hình rộng với độ phân giải Full HD+ cho hình ảnh sắc nét, màu sắc rực rỡ và độ tương phản cao, mang đến trải nghiệm xem phim, chơi game và đọc sách tuyệt vời.
Thiết kế mỏng nhẹ dễ dàng mang theo bên mình, đồng thời vẫn đảm bảo độ bền bỉ và chắc chắn.
Hỗ trợ sạc nhanh 45W - Sạc nhanh chóng và hiệu quả, giúp bạn tiết kiệm thời gian.
Hệ điều hành mới nhất mang đến nhiều tính năng mới và cải tiến."
https://cellphones.com.vn/iphone-16-plus-256gb.html,iPhone 16 Plus 256GB | Chính hãng VN/A,Apple,25190000,13,,,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels","Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu cao
Camera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu",CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,2796x1290,256,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,6,"iPhone 16 Plus được trang bị vi xử lý Apple A18, cho hiệu năng mạnh mẽ, đáp ứng tốt các tác vụ nặng.
Sở hữu hệ thống camera sau 48MP, cho khả năng chụp ảnh rõ nét, chi tiết và bắt trọn những khoảnh khắc đẹp.
Màn hình Super Retina XDR 6.7 inch, cho trải nghiệm hình ảnh rộng rãi, màu sắc rực rỡ, độ tương phản cao và chi tiết rõ ràng.
Vỏ máy iPhone 16 Plus được làm từ nhôm chuẩn hàng không vũ trụ cứng cáp và kính pha màu ở mặt sau vừa đẹp vừa bền bỉ."
https://cellphones.com.vn/dien-thoai-tecno-camon-40-8gb-256gb.html,TECNO CAMON 40 8GB 256GB,Tecno,5690000,12,,5200,32MP,"50MP, ƒ/1.8
Góc siêu rộng 8MP",,,8,,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Tản nhiệt thông minh với ống đồng, cao hơn 12,5% so với thế hệ trước, giúp thiết bị hoạt động ổn định
Pin lớn 5200 mAh, thiết kế mỏng nhẹ, độ bền cao với công nghệ xả chậm cho thời gian sử dụng lâu dài
Hiệu năng mạnh mẽ, chip Mediatek Helio G100 kết hợp với RAM 8GB và ROM 256GB, đáp ứng mọi nhu cầu sử dụng
Camera chất lượng cao với camera sau 50MP, 8MP góc rộng và camera trước 32MP, cho hình ảnh sắc nét và sống động
Nút bấm Flashsnap, chụp nhanh chỉ với một chạm, hoàn hảo cho những khoảnh khắc bất ngờ"
https://cellphones.com.vn/dien-thoai-sony-xperia-1-vi.html,Sony Xperia 1VI 12GB 256GB,Chuẩn NFC,23490000,29,,5000,"24mm: 12MP 1/2.9"" Exmor RS cho cảm biến di động F2.0","16mm: 12 MP 1/2.5"" Exmor RS cho cảm biến di động F2.2
24mm: 52 MP (Toàn cảnh) / 48 MP (Effective) 1/1.35"" Exmor T cho cảm biến di động F1.9
85 - 170mm: 12 MP 1/3.5"" Exmor RS cho cảm biến di động F2.3 (85 mm) - F3.5 (170 mm)",,,12,,256,6.5,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Màn hình OLED, kích thước màn hình 6.5 inches cho trải nghiệm xem phim và chơi game đắm chìm hơn.
Bộ xử lý Snapdragon 8 Gen 3 Mobile Platform cho hiệu năng mạnh mẽ, xử lý mượt mà mọi tác vụ, kể cả những game nặng nhất.
Pin dung lượng lớn 5000mAh cho thời gian sử dụng lâu dài, đáp ứng nhu cầu sử dụng cả ngày dài của bạn.
Chịu nước IPX5/X8, chống bụi IP6X cho bạn yên tâm sử dụng trong mọi điều kiện thời tiết."
https://cellphones.com.vn/samsung-galaxy-a25.html,Samsung Galaxy A25 5G 6GB 128GB,Samsung,4990000,24,,5000,13 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",2 nhân 2.4 GHz & 6 nhân 2 GHz,,6,1080x2340,128,6.5,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,22,"Rực rỡ mọi góc nhìn - Màn hình Super AMOLED với tần số quét 120Hz cho hình ảnh vượt trội
Trở thanh nhiếp ảnh gia chuyên nghiệp - Camera 50MP, chống rung IOS ổn định mọi địa hình
Pin tràn đầy, sạc trong tích tắc - Pin lớn 5000mAh cùng sạc nhanh 25W
Xử lí tác vụ nhanh và ổn định - Chip Exynos 1280 8 nhân cùng RAM 6GB"
https://cellphones.com.vn/samsung-galaxy-a35.html,Samsung Galaxy A35 5G 8GB 128GB,Samsung,6590000,21,,5000,"13MP, f/2.2","Camera chính rộng: 50 MP OIS+HDR
Camera Macro: 5MP, f/2.4
Camera siêu rộng: 8MP, f/2.2",4 nhân 2.4 GHz & 4 nhân 2.0 GHz,,8,1080x2340,128,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,18,"Samsung A35 Chip Exynos 1380 - Sử dụng mượt mà, linh hoạt với các tác vụ nặng nề mà không gặp trở ngại.
Tần số quét 120Hz - Mỗi hành động trên màn hình đều trở nên mượt mà đáng kinh ngạc.
Với camera Galaxy A35 góc rộng 8MP mang đến khả năng thu trọn mọi khung cảnh vào khung hình.
Pin 5000 mAh kết hợp cùng sạc nhanh 25W - Sử dụng thoải mái trong mọi hoạt động hằng ngày."
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-8gb-256gb.html,Xiaomi Redmi Note 13 Pro 8GB 256GB,Xiaomi,6090000,24,,5000,16 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",2.2 GHz,,8,1080x2400,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,9,"Thu hút mọi ánh nhìn với thiết kế đẹp mắt, mặt lưng và khung nhựa nhẹ được làm bóng.
Công nghệ âm thanh Dolby Atmos - Trải nghiệm âm thanh sống động, chi tiết và mạnh mẽ.
Màn hình lớn Full HD+ đi kèm tần số quét cao 120 Hz - Cho phép người dùng tận hưởng mọi chi tiết một cách rõ ràng.
Hiệu năng mạnh mẽ, phù hợp với nhu cầu sử dụng đa nhiệm của người dùng hiện nay với chip MediaTek Helio G99-Ultra."
https://cellphones.com.vn/dien-thoai-vivo-y19s.html,vivo Y19S 8GB 128GB,vivo,4390000,8,,,"5 MP, f/2.2","50MP, f/1.8
0.08MP, f/3.0",8 nhân 2×1.8GHz + 6×1.8GHz,,8,1608x720,128,6.68,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Bộ nhớ trong 128GB - Lưu trữ thoải mái hình ảnh, video, ứng dụng và tài liệu mà không lo hết dung lượng.
Pin 5500mAh - Vivo Y19S đảm bảo thời lượng sử dụng lâu dài, đủ để sử dụng cả ngày mà không cần sạc thường xuyên.
Màn hình 6.68 inch, 90Hz mang lại trải nghiệm xem video, chơi game và lướt web sống động, rõ nét.
Camera chính 50MP hỗ trợ chụp ảnh đẹp, đa dạng chế độ, bao gồm cả chế độ chụp chân dung, ban đêm, và chụp ảnh rộng."
https://cellphones.com.vn/dien-thoai-itel-rs4.html,Itel RS4 8GB 256GB NFC,Chuẩn NFC,3590000,10,,,8 MP,"Camera góc rộng: 50 MP, f/1.6, AF",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,8,720x1612,256,6.56,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,18,"Itel RS4 với RAM 8GB và bộ nhớ trong 256GB cho phép chạy nhiều ứng dụng cùng lúc mà không bị lag giật.
Màn hình lớn 6.56 inches cho phép bạn trải nghiệm hình ảnh thoải mái hơn, tần số quét 120Hz cho phép bạn cuộn trang và chơi game mượt mà hơn.
Camera chính 50MP cho phép bạn chụp ảnh sắc nét và chi tiết, các tính năng chụp ảnh thông minh giúp bạn chụp ảnh đẹp hơn trong mọi điều kiện ánh sáng.
Pin dung lượng lớn 5000 mAh cho phép bạn sử dụng điện thoại lâu hơn, công nghệ sạc nhanh cho phép bạn sạc pin nhanh chóng hơn."
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-ultra-1tb.html,Samsung Galaxy S25 Ultra 1TB,Samsung,35490000,21,,5000,12 MP,"Camera siêu rộng 50MP
Camera góc rộng 200 MP
Camera Tele (5x) 50MP
Camera Tele (3x) 10MP""",,,12,3120x1440,1024,6.9,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1,"Chuẩn IP68 – Chống nước, chống bụi, thiết kế cao cấp, sang trọng.
Âm thanh Dolby Atmos, loa kép AKG – Trải nghiệm âm thanh sống động, chân thực.
Màn hình Dynamic AMOLED 2X 6.9 inch, 120Hz – Hiển thị sắc nét, mượt mà, tiết kiệm pin.
Camera 200MP + Zoom 100X – Cảm biến lớn, chụp thiếu sáng tốt, zoom xa chi tiết."
https://cellphones.com.vn/oppo-a18.html,OPPO A18 4GB 128GB,OPPO,3190000,20,,,"5 MP, f/2.2","Camera chính: 8 MP, f/2.0
Camera xóa phông: 2 MP, f/2.4","8 cores, up to 2.0GHz",,4,720x1612,128,6.56,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,10,"Hiệu năng vượt trội với chip Helio G85 - Giúp bạn xử lý các tác vụ mượt mà không cần phải lo lắng có bị giật, lag.
Độ phân giải HD+ sặc nét cùng tần số quét 90Hz, mang lại những hình ảnh sống động và mượt mà nhất.
Dung lượng pin 5000 mAh mạnh mẽ - Đảm bảo bạn sẽ luôn kết nối và sử dụng trong nhiều giờ liền.
Thiết kế thời trang và hiện đại với các cạnh viền được vát phẳng và bo tròn ở các góc."
https://cellphones.com.vn/iphone-14-plus.html,iPhone 14 Plus 128GB | Chính hãng VN/A,Apple,17990000,10,,4325,"12MP khẩu độ f/1.9, Autofocus","Camera chính: 12MP, 26 mm, ƒ/1.5
Camera góc siêu rộng: 12MP, 13 mm, ƒ/2.4, 120°",6 nhân,,6,2778x1284,128,6.7,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",4.8/5,26,"Trải nghiệm thị giác ấn tượng - Màn hình lớn 6.7"" sắc nét với công nghệ Super Retina XDR
Sử dụng lâu dài với viên pin lớn giúp phát video liên tục lên tới 26 giờ
Tuyệt đỉnh thiết kế, tỉ mỉ từng đường nét - Nâng cấp toàn diện với kiểu dáng mới, nhiều lựa chọn màu sắc trẻ trung
Hiệu năng hàng đầu thế giới - Apple A15 Bionic 6 nhân xử lí nhanh, ổn định"
https://cellphones.com.vn/tecno-pova-6-neo.html,TECNO POVA 6 NEO 8GB 128GB,Tecno,3890000,15,,7000,8MP,50MP + AI,2*A76 up to 2.2Ghz 6*A55 up to 2Ghz,,8,1080x2460,128,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,86,"Pin 7000mAh cho phép sử dụng máy trong thời gian dài mà không cần lo lắng về việc hết pin.
Màn hình 6.78 inch cho không gian rộng rãi để xem phim, chơi game và đọc sách.
Bộ vi xử lý 8 nhân cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chơi game mượt mà và chỉnh sửa ảnh, video hiệu quả.
Hệ thống 3 camera sau với camera chính 50MP, camera góc siêu rộng 8MP và camera macro 2MP cho phép bạn chụp ảnh và quay video chất lượng cao trong mọi điều kiện ánh sáng."
https://cellphones.com.vn/samsung-galaxy-a15.html,Samsung Galaxy A15 LTE 8GB 128GB,Tecno,4290000,14,,,,,,,,,,,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,86,"Pin 7000mAh cho phép sử dụng máy trong thời gian dài mà không cần lo lắng về việc hết pin.
Màn hình 6.78 inch cho không gian rộng rãi để xem phim, chơi game và đọc sách.
Bộ vi xử lý 8 nhân cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chơi game mượt mà và chỉnh sửa ảnh, video hiệu quả.
Hệ thống 3 camera sau với camera chính 50MP, camera góc siêu rộng 8MP và camera macro 2MP cho phép bạn chụp ảnh và quay video chất lượng cao trong mọi điều kiện ánh sáng."
https://cellphones.com.vn/dien-thoai-xiaomi-poco-x6-pro.html,Xiaomi POCO X6 Pro 5G 8GB 256GB - Chỉ có tại CellphoneS,Chuẩn NFC,7990000,20,,5000,Camera góc siêu rộng: 16 MP,"Camera góc siêu rộng: 64 MP, f/1.7
Camera góc siêu rộng: 8 MP, 120° FOV, f/2.2
Camera macro: 2 MP, f/2.4","lõi tám, lên tới 3,35GHz",,8,1220x2712,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,176,"Màn hình sống động, tần số 120Hz - Đem đến chất lượng hình ảnh sắc nét, màu sắc sống động.
Hiệu năng đỉnh cao với chip Dimensity 8300 Ultra - Chiến được hầu hết các tựa game mobile phổ biến.
Bộ 3 camera chất lượng, quay chụp sắc nét - Đem đến cho bạn những bức hình chân dung chất lượng cao.
Trang bị pin 5000mAh đi cùng sạc nhanh 67 W giúp bạn thoải mái sử dụng điện thoại suốt cả ngày dài."
https://cellphones.com.vn/vivo-v50-lite-5g.html,vivo V50 LITE 5G 12GB 256GB,vivo,10690000,3,,,32MP,"Camera chính: 50MP
Camera góc rộng: 8MP",,,12,,256,6.77,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Trải nghiệm hình ảnh sống động với màn hình AMOLED FHD+ 120Hz, độ sáng 1800 nits
Thiết kế mỏng nhẹ, chỉ 7.79mm và nặng 196g, dễ dàng mang theo và cầm nắm thoải mái
Camera sắc nét với hệ thống camera 50MP chính và 32MP selfie với làm đẹp AI, cho bức ảnh chất lượng cao
Pin BlueVolt bền bỉ, 6500mAh với thời gian sử dụng lâu dài và sạc siêu tốc 90W, đảm bảo hiệu suất ổn định
Hiệu năng mạnh mẽ Dimensity 6300, cùng bộ nhớ 12GB RAM, đáp ứng mọi nhu cầu sử dụng"
https://cellphones.com.vn/samsung-galaxy-s24-ultra-512gb.html,Samsung Galaxy S24 Ultra 12GB 512GB,Samsung,25990000,31,,,"12 MP, f/2.2","Camera chính: 200MP, Laser AF, OIS
Camera: 50MP, PDAF, OIS, zoom quang học 5x
Camera tele: 10MP
Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚",,,12,1440x3120,512,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,8,"Mở khoá giới hạn tiềm năng với AI - Hỗ trợ phiên dịch cuộc gọi, khoanh vùng tìm kiếm, Trợ lí Note và chình sửa anh
Tuyệt tác thiết kế bền bỉ và hoàn hảo - Vỏ ngoài bằng titan mới cùng màu sắc lấy cảm hứng từ chất liệu đá tự nhiên
Tích hợp S-Pen cực nhạy - Thoải mát viết, chạm thật chính xác trên màn hình cùng nhiều tính năng tiện ích
Nắm trong tay trọn bộ chi tiết chân thực nhất - Camera 200MP hỗ trợ khả năng xử lý AI cải thiện độ nét và tông màu"
https://cellphones.com.vn/oppo-find-x5-pro.html,OPPO Find X5 Pro 5G 12GB 256GB,OPPO,13490000,33,,,"Camera chính 32MP: f/2.4; FOV 90°, ống kính: 5P, lấy nét cố định","Camera chính: 50MP, f/1.7
Camera góc rộng: 50MP, f/2.2; FOV 112°
Camera tele: 13MP, f/2.4",MariSilicon X Imaging NPU,,12,1440x3216,256,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.6/5,5,"Chip Snapdragon 8 Gen 1 cho hiệu suất mạnh mẽ, cân mọi tác vụ từ giải trí đến làm việc
Màn hình AMOLED 120 Hz mang đến cho bạn trải nghiệm mượt mà, màu sắc sống động
Dùng thoải mái cả ngày với dung lượng pin 5.000 mAh, tích hợp sạc nhanh 80W hiện đại
RAM 12GB đảm bảo khả năng xử lý đa nhiệm không giật lag, ROM 256GB giúp lưu trữ tốt"
https://cellphones.com.vn/dien-thoai-zte-z70-ultra-12gb-256gb.html,Điện thoại Nubia Z70 Ultra 5G 12GB 256GB,Nubia,18990000,5,,6150,16MP,50MP+64MP+50MP,,,12,,256,,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Hiệu năng đỉnh cao với chip Snapdragon 8 Elite mang đến trải nghiệm mượt mà, không giật lag
Màn hình AMOLED 144Hz giúp trải nghiệm hình ảnh sống động, sắc nét với độ sáng lên đến 2000 nits
Camera chất lượng cao với cụm camera mạnh mẽ với cảm biến chất lượng cao, có khả năng chụp ảnh ấn tượng trong mọi điều kiện
Dung lượng pin 6150mAh, sạc nhanh 80W, thoải mái sử dụng cả ngày dài
Màn hình lớn và hiệu năng mạnh mẽ, đáp ứng mọi nhu cầu giải trí và làm việc"
https://cellphones.com.vn/oppo-find-n3.html,OPPO Find N3 16GB 512GB,OPPO,30990000,31,,4805,"Màn hình chính: 20MP, f/2.2
Màn hình ngoài: 32MP, f/2.4","Camera chính: 48MP, f/1.7, OIS
Camera góc rộng: 48MP, f/2.2
Camera Tele: 64MP, f/2.6",1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,,16,2268x2440,512,7.82,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,4,"Bậc thầy thiết kế, siêu mỏng nhẹ - Mỏng chỉ 239g, nhẹ chỉ 5.8mm với nếp gấp tàng hình
Rực rõ mọi màn hình hiển thị - Kích thước lên đến 7.8mm, độ phân giải 2K+ cùng tần số quét 120Hz mượt mà
Bậc thầy nhiếp ảnh - 3 camera hàng đầu đến 64MP kết hợp cùng đa dạng chế độ chụp hoàn hảo
Nâng cao hiệu suất sử dụng - Chip MediaTek Dimensity 9200 5G mạnh mẽ cùng hàng loạt tính năng đa nhiệm thông tinh"
https://cellphones.com.vn/xiaomi-redmi-note-13-pro-plus.html,Xiaomi Redmi Note 13 Pro Plus 5G 8GB 256GB,Xiaomi,8090000,26,,5000,16 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",2x2.8 GHz Cortex-A715 & 6x2.0 GHz Cortex-A510,,8,1220x2712,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,39,"Thiết kế cao cấp và bền bỉ vượt trội - Kính cường lực Gorilla Glass Victus cùng chuẩn kháng bụi, nước IP68
Trải nghiệm giải trí hoàn hảo - Màn hình AMOLED 1.5K, độ sáng tối đa 1800nits và tần số quét 120Hz
Trọn vẹn cả ngày dài - Pin 5000mAh cùng sạc nhanh siêu tốc 120W
Mọi khung hình trở nên sắc nét ấn tượng - Camera 200MP, chống rung quang học cùng khả năng siêu thu phóng 2x, 4x"
https://cellphones.com.vn/dien-thoai-sony-xperia-10-vi.html,Sony Xperia 10VI 8GB 128GB,Chuẩn NFC,8290000,31,,,"26mm 8MP 1/4"" F2.0","16mm: 8MP 1/4“ F2.2
26mm: 48 MP (Hiệu quả) / 12 MP (Ghi)
1/2.0"" Exmor RS cho cảm biến di động F1.8",,,8,,128,6.1,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1,"Màn hình OLED 6.1 inch với độ phân giải Full HD cho hình ảnh rực rỡ, màu sắc chính xác và độ tương phản cao.
Điện thoại Sony Xperia 10VI có bộ xử lý Snapdragon 6 Gen 1 Mobile Platform cho hiệu năng mạnh mẽ, xử lý mượt mà các tác vụ hàng ngày và chơi game.
Pin dung lượng lớn 5000mAh cho thời gian sử dụng lâu dài, đáp ứng nhu cầu sử dụng cả ngày dài của bạn.
Chống nước IPX5/IPX8, Chống bụi IP6X cho bạn yên tâm sử dụng trong mọi điều kiện thời tiết."
https://cellphones.com.vn/nubia-neo-5g.html,Nubia Neo 8GB 256GB,Điện thoại dung lượng lớn,3990000,20,,,"8M, f/2.0, FF","50M AF,f/1.8 +2M, f/2.4","Octa-Core,2.7GHz 1*A76@2.7GHz+3*A76@2.3GHz+4*A55@2.1GHz",,8,1080x2408,256,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,63,"Tầm nhìn thoải mái, chiến game không lo ngại - Màn hình 6.6 inch cùng tần số quét 120Hz
Đa nhiệm mạnh mẽ, thoải mái sử dụng nhiều tác vụ cùng lúc với RAM mở rộng đến 18GB
Hệ thống làm mát chuyên nghiệp với diện tích tản nhiệt 15416mm²
Năng lượng cho cả ngày - Pin 4500mAh và sạc nhanh 22.5W"
https://cellphones.com.vn/dien-thoai-oppo-a3-8gb-256gb.html,OPPO A3 8GB 256GB,OPPO,5790000,11,,,"5 MP, Khẩu độ F/2.2","50MP, Khẩu độ F/1.8",,,8,720x1604,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1,"Màn hình LCD, 6.67 inch cho phép bạn xem nội dung với độ chi tiết cao và màu sắc rực rỡ.
Chip Snapdragon 6s 4G Gen1 mang đến hiệu năng mượt mà, xử lý các tác vụ hàng ngày một cách nhanh chóng.
Camera sau 50MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ. 
Pin dung lượng lớn 5100mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin."
https://cellphones.com.vn/oppo-a79.html,OPPO A79 5G 8GB 256GB,OPPO,6990000,7,,,8MP; f/2.0; FOV 80°; ống kính 4P,"Camera chính: 50MP; f/1.8; FOV 77°; ống kính 5P
2MP, f/2.4; FOV 89°; ống kính 3P; hỗ trợ FF",2 nhân 2.2 GHz & 6 nhân 2.0 GHz,,8,1080x2400,256,6.72,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,5,"Trải nghiệm hình ảnh mượt mà và sống động với màn hình 90Hz, cho bạn những thao tác vuốt chạm và chơi game mượt mà hơn.
Tận hưởng tốc độ internet siêu nhanh và ổn định với kết nối 5G, cho bạn tải xuống, xem video và chơi game online mượt mà hơn.
Lưu trữ thoải mái với bộ nhớ lớn 8GB RAM + 128GB ROM, cho bạn đa nhiệm mượt mà và lưu trữ nhiều ứng dụng, hình ảnh và video.
Sử dụng thoải mái cả ngày dài với pin 5000mAh và sạc nhanh 33W, cho bạn sạc đầy pin nhanh chóng để tiếp tục sử dụng."
https://cellphones.com.vn/dien-thoai-meizu-mblu-21-128gb.html,Điện thoại Meizu Mblu 21 6GB 128GB,Điện thoại Meizu,2390000,20,,,8 MP,"13MP
0.08 MP",,,6,,128,6.79,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,13,"Meizu Mblu 21 mang thiết kế gọn nhẹ với viền màn hình mỏng, kiểu dáng sang trọng, phù hợp cho mọi đối tượng sử dụng, từ giới trẻ đến người đi làm.
Trang bị màn hình lớn 6.79 inch, Meizu Mblu 21 hiển thị rõ ràng, màu sắc sống động, mang đến trải nghiệm xem phim, chơi game tuyệt vời.
Hiệu năng ổn định đáp ứng tốt các nhu cầu cơ bản như lướt web, xem video, và sử dụng các ứng dụng mạng xã hội mà không giật lag.
Trang bị camera kép phía sau, giúp chụp ảnh rõ nét, sắc màu đẹp mắt. Camera trước hỗ trợ tính năng làm đẹp, mang lại bức ảnh selfie ấn tượng."
