ID,Link,Name,DiscountedPrice,DiscountedPercent,Brand,Rating,NumberOfReview,Description,WarrantyDuration,Card,CPU,RAM,Storage,Battery,Screen_size,Operating_System,Resolution,Ports
328238,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w,Laptop Asus Gaming Vivobook K3605ZC i5 12500H/16GB/512GB/4GB RTX3050/Win11 (RP629W),18190000.0,-17%,Asus,4.9,3 đánh giá,"Laptop Asus Gaming Vivobook K3605ZC i5 12500H (RP629W) nổi bật trong phân khúc tầm trung với bộ cấu hình mạnh mẽ, màn hình sắc nét và thiết kế sang trọng, chiếc máy này chắc chắn sẽ làm hài lòng ngay cả những người dùng khó tính nhất trong thị trường laptop gaming hiện đại.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Alder Lake - 12500H,2.5GHz,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 50Wh",16,Windows 11 Home SL,WUXGA,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type C (chỉ hỗ trợ Power Delivery)"
326830,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Win11 (9Z2V6PA),23490000.0,-6%,HP,5,,"Tính năng sử dụng đa dạng đến từ con chip thế hệ hoàn toàn mới, khả năng gập xoay linh hoạt 360 độ đi cùng nhiều tiện ích sử dụng cảm ứng. Laptop HP Pavilion X360 14 ek2024TU Core 5 120U (9Z2V6PA) mang lại cho người dùng giải quyết trọn vẹn nhất mọi công việc và nhu cầu giải trí đa phương tiện.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core 5 Raptor Lake - 120U,1.4GHz,3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"3-cell, 43Wh",14,Windows 11 Home SL,Full HD (1920 x 1080),"2 x USB Type-A
HDMI
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
322073,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN),18190000.0,-6%,Lenovo,4.9,1 đánh giá,"Không thể bỏ lỡ mẫu laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003FVN) bởi cấu hình vô cùng phù hợp với con chip Intel i7 Gen 13, RAM 16 GB, SSD 1 TB,... sẽ là trợ thủ đắc lực cho những sinh viên thuộc nhiều khối ngành, dân văn phòng hay kinh doanh.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i7 Raptor Lake - 13620H,2.4GHz,4800 MHz,1 TB SSD NVMe PCIe Gen 4,47 Wh,15.6,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)"
323325,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT),17590000.0,-10%,HP,4.9,1 đánh giá,"Bạn đang muốn tìm kiếm một mẫu laptop mang hiệu năng ổn định, thiết kế hiện đại lại còn sở hữu một mức giá phù hợp kinh tế thì hãy tham khảo ngay laptop HP 240 G10 i5 1335U (9H2E4PT) từ thương hiệu HP nổi tiếng, mang đến cho người dùng những trải nghiệm sử dụng đầy đủ từ làm việc đến giải trí.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Raptor Lake - 1335U,1.3GHz,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 41Wh",14,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
USB Type-C"
326876,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),10390000.0,-5%,Acer,5,4 đánh giá,"Laptop Acer Aspire Lite 14 51M 36PN i3 1215U (NX.KTWSV.001) mẫu máy học tập, văn phòng sở hữu sự cân bằng vượt trội với tính ứng dụng cao, giá thành kinh tế lại còn có thiết kế vô cùng hiện đại. Mẫu laptop chính là một phiên bản hoàn hảo cho những ai tìm kiếm một công cụ làm việc đa năng với mức giá thành thấp.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i3 Alder Lake - 1215U,1.2GHz,4800 MHz,512 GB SSD NVMe PCIe,"3-cell Li-ion, 58 Wh",14,Windows 11 Home SL,Full HD+ (1920 x 1200),"Jack tai nghe 3.5 mm
HDMI
3 x USB 3.1
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)"
326122,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Win11 (2077VN),25690000.0,NaN,MSI,4.9,1 đánh giá,"Laptop MSI Gaming Katana 15 B13UDXK i7 13620H (2077VN) - cỗ máy chiến game đỉnh cao đến từ MSI với chip Intel Gen 13 dòng H hiệu năng cao và card RTX 30 series mạnh mẽ, sẵn sàng chinh phục mọi chiến trường ảo cùng cộng đồng game thủ.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i7 Raptor Lake - 13620H,2.4GHz,5200 MHz,1 TB SSD NVMe PCIe Gen 4,"3-cell, 53.5Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)
LAN (RJ45)"
317712,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,Laptop Asus Vivobook X1404ZA i3 1215U/8GB/512GB/Win11 (NK246W),10490000.0,-12%,Asus,4.9,11 đánh giá,"Một chiếc laptop học tập - văn phòng không chỉ sở hữu bộ phần cứng ổn định hỗ trợ đa công việc, thiết kế sang trọng đầy cao cấp mà còn có một mức giá siêu lý tưởng. Laptop Asus Vivobook X1404ZA i3 1215U (NK246W) hoàn toàn phù hợp với các bạn sinh viên thuộc các khối ngành kinh tế, tài chính hoặc nhân viên văn phòng.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i3 Alder Lake - 1215U,1.2GHz,2933 MHz,512 GB SSD NVMe PCIe,"3-cell, 42Wh",14,Windows 11 Home SL,Full HD (1920 x 1080),"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
USB Type-C"
312414,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w,Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W),10690000.0,-13%,Asus,4.9,20 đánh giá,"Một mẫu laptop học tập - văn phòng đến từ nhà Asus mang hiệu năng ổn định để xử lý công việc, nhiều tiện ích sử dụng đi kèm với đó là một mức giá phù hợp. Laptop Asus Vivobook 15 X1504ZA i3 1215U (NJ102W) chắc chắn là sự lựa chọn tuyệt vời cho không chỉ các bạn sinh viên mà còn là người đi làm để giải quyết mọi vấn đề, công việc hàng ngày.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i3 Alder Lake - 1215U,1.2GHz,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 42Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
USB Type-C"
337474,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u085w11slu,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS24+365/Win11 (N3520-i5U085W11SLU),14490000.0,-9%,Dell,4.9,,"Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU) là chiếc laptop lý tưởng cho học sinh, sinh viên và nhân viên văn phòng nhờ sự kết hợp hoàn hảo giữa hiệu năng ổn định, thiết kế thanh lịch và tính di động cao. Hứa hẹn sẽ là người bạn đồng hành đáng tin cậy trong học tập, công việc và giải trí với mức giá hợp lý, đây là một lựa chọn rất đáng cân nhắc.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Alder Lake - 1235U,1.3GHz,2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)
Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","3-cell, 41Wh",15.6,Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn,Full HD (1920 x 1080),"1 x USB 2.0
2 x USB 3.2
HDMI"
311177,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),23690000.0,-6%,HP,5,4 đánh giá,"Laptop HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA) sở hữu trong mình hiệu năng vượt trội từ dòng chip Intel thế hệ mới, vẻ ngoài thanh lịch cùng các tiện ích hiện đại. Đây chắc chắn sẽ là mẫu laptop học tập - văn phòng lý tưởng cho sinh viên và người đi làm.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i7 Raptor Lake - 1355U,1.7GHz,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 41Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
327097,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa?utm_flashsale=1,Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA),19990000.0,NaN,HP,4.9,,"Laptop HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA) mang hiệu năng vượt trội cùng tính đa nhiệm hiệu quả nhờ con chip thế hệ mới được tích hợp AI, thông số cấu hình ổn định với RAM 16 GB, SSD 512 GB,... Hãy khám phá ngay tính năng tiện lợi mà chiếc laptop học tập - văn phòng này mang lại cho các tác vụ của bạn.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core Ultra 5 Meteor Lake - 125H,1.2GHz,5600 MHz,512 GB SSD NVMe PCIe,"3-cell, 41Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"2 x USB Type-A
HDMI
1 x USB Type-C 3.2 (hỗ trợ USB Power Delivery và DisplayPort 1.2)
1 x Headphone/microphone combo"
272282,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),18690000.0,-33%,Acer,5,23 đánh giá,"Một bước tiến cấu hình vượt bậc được Acer ưu ái trên chiếc laptop Acer Nitro 5 Tiger AN515 58 52SP i5 (NH.QFHSV.001) khi trang bị bộ vi xử lý Intel Gen 12 đầy mạnh mẽ cùng phong cách thiết kế đậm chất “mãnh hổ”, khơi nguồn sức mạnh tiềm ẩn bên trong mỗi game thủ trên mọi chiến trường ảo.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Alder Lake - 12500H,2.5GHz,3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)
Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)
Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","4-cell, 57.5Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
3 x USB 3.2
HDMI
LAN (RJ45)"
327707,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (1423VN),24690000.0,-8%,MSI,5,2 đánh giá,"Laptop MSI Cyborg 15 A13VEK i7 13620H (1423VN) không chỉ là một cỗ máy chiến game mạnh mẽ mà còn là người bạn đồng hành lý tưởng cho các nhà sáng tạo nội dung chuyên nghiệp. Sở hữu cấu hình đỉnh cao và thiết kế đẳng cấp, chiếc laptop này sẵn sàng đáp ứng mọi nhu cầu giải trí và sáng tạo của bạn một cách hoàn hảo.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i7 Raptor Lake - 13620H,2.4GHz,5200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"3-cell, 53.5Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)
LAN (RJ45)"
332369,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN),18690000.0,-9%,Lenovo,5,,"Laptop Lenovo ThinkBook 16 G6 i5 13420H (21KH00Q0VN) là người bạn đồng hành lý tưởng cho học sinh, sinh viên và nhân viên văn phòng, đáp ứng mọi nhu cầu từ học tập, làm việc đến giải trí. Với hiệu năng ổn định, màn hình sắc nét và thiết kế bền bỉ, chiếc Laptop Lenovo ThinkBook 16 G6 i5 13420H (21KH00Q0VN) hứa hẹn mang đến trải nghiệm làm việc và học tập hiệu quả, nâng tầm năng suất của bạn.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,NaN,NaN,5200 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))",71Wh,16,Windows 11 Home SL,WUXGA,"1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)
1 x Headphone/microphone combo
LAN (RJ45)
1 x USB 3.2 (Always on)"
334794,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb1876ws,Laptop Asus Vivobook 16 X1605VA i5 13420H/16GB/512GB/OfficeHS24+365/Win11 (MB1876WS),15990000.0,-11%,Asus,4.9,,"Nếu bạn đang tìm kiếm một chiếc laptop học tập và làm việc văn phòng với hiệu suất ổn định, thiết kế hiện đại và giá thành hợp lý, laptop Asus Vivobook 16 X1605VA i5 13420H (MB1876WS) là một lựa chọn đáng cân nhắc. Sở hữu cấu hình mạnh mẽ, màn hình lớn sắc nét cùng hàng loạt tính năng thông minh, sản phẩm này đáp ứng tốt nhu cầu của sinh viên, nhân viên văn phòng và cả những người sáng tạo nội dung.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,NaN,NaN,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 42Wh",16,Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic,WUXGA,"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type C (hỗ trợ truyền dữ liệu và Power Delivery)"
325479,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w,Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W),23690000.0,-15%,Asus,5,2 đánh giá,"Trong thị trường laptop sôi động hiện nay, laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H (MX050W) nổi lên như một lựa chọn sáng giá cho những người dùng yêu thích sự mỏng nhẹ, thời trang và hiệu năng mạnh mẽ. Chiếc máy tính xách tay này hội tụ đầy đủ những yếu tố cần thiết để đáp ứng nhu cầu học tập, làm việc và giải trí đa dạng của người dùng.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core Ultra 5 Meteor Lake - 125H,1.2GHz,7467 MHz,512 GB SSD NVMe PCIe Gen 4.0,"4-cell Li-ion, 75 Wh",16,Windows 11 Home SL,3.2K (3200 x 2000) OLED 16:10,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)"
326875,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),9990000.0,NaN,Acer,4.9,3 đánh giá,"Laptop Acer Aspire Lite 14 51M 36MH i3 1215U (NX.KTVSV.001) luôn chiếm sự ưu ái cao của người dùng trong phân khúc máy tính xách tay giá rẻ bởi thiết kế sang trọng, hiện đại, cấu hình ổn định và tính ứng dụng cao trong công việc.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i3 Alder Lake - 1215U,1.2GHz,4800 MHz,256 GB SSD NVMe PCIe,"3-cell Li-ion, 58 Wh",14,Windows 11 Home SL,Full HD+ (1920 x 1200),"Jack tai nghe 3.5 mm
HDMI
3 x USB 3.1
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)"
329858,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w,Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1608W),14490000.0,-14%,Asus,5,2 đánh giá,"Bạn đang tìm kiếm một chiếc laptop đa năng, phục vụ tốt cả công việc lẫn giải trí? Laptop Asus Vivobook 15 X1504ZA i5 1235U (NJ1608W) chính là một lựa chọn lý tưởng mà bạn không nên bỏ qua! Sản phẩm này hội tụ đầy đủ những tính năng tiên tiến, thiết kế hiện đại và hiệu năng ấn tượng, phù hợp với học sinh, sinh viên hay nhân viên văn phòng.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Alder Lake - 1235U,1.3GHz,3200 MHz,512 GB SSD NVMe PCIe,"3-cell, 42Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
USB Type-C"
325242,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1),16490000.0,NaN,Dell,5,1 đánh giá,"Laptop Dell Inspiron 15 3520 i5 1235U (N5I5052W1) là sản phẩm tầm trung hoàn hảo cho đối tượng người dùng văn phòng, học sinh, sinh viên và những ai cần một thiết bị di động để giải trí và làm việc cơ bản. Nổi bật với bộ vi xử lý Intel thế hệ thứ 12 mạnh mẽ, hứa hẹn mang đến hiệu năng ổn định, khả năng đa nhiệm tốt cùng thiết kế hiện đại, gọn nhẹ.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Alder Lake - 1235U,1.3GHz,2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))
Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","3-cell, 41Wh",15.6,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,Full HD (1920 x 1080),"1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI"
334449,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14ahp10-r7-83hv001mvn,Laptop Lenovo IdeaPad Slim 5 OLED 14AHP10 R7 8845HS/32GB/512GB/OfficeHS24+365/Win11 (83HV001MVN),23190000.0,-8%,Lenovo,4.9,,"Laptop Lenovo IdeaPad Slim 5 14AHP10 R7 8845HS (83HV001MVN) là chiếc laptop lý tưởng cho học sinh, sinh viên và nhân viên văn phòng nhờ sự kết hợp hoàn hảo giữa hiệu năng mạnh mẽ, thiết kế mỏng nhẹ và các tính năng thông minh. Với bộ vi xử lý AMD Ryzen 7 8845HS, màn hình OLED sắc nét và thời lượng pin ấn tượng, chiếc laptop này sẽ là người bạn đồng hành đáng tin cậy trong công việc và học tập. Đây chắc chắn là một sự đầu tư xứng đáng cho những ai tìm kiếm một chiếc laptop đa năng và hiệu suất cao.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,NaN,NaN,5600 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",60 Wh,14,Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic,"WUXGA, OLED","2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
HDMI
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)"
316941,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN),18690000.0,-10%,MSI,5,2 đánh giá,"Laptop MSI Gaming GF63 Thin 12UC i7 12650H (887VN) không chỉ là một chiếc laptop mạnh mẽ với bộ vi xử lý Intel Core i7 dòng H cao cấp cùng card đồ họa NVIDIA GeForce RTX, mà còn là người bạn đồng hành đáng tin cậy của cả game thủ và những chuyên viên thiết kế đồ họa chuyên nghiệp.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,NaN,NaN,3200 MHz,"512 GB SSD NVMe PCIe Gen 4.0
Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","3-cell Li-ion, 52.4 Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"1x Mic-in
1x Headphone-out
3 x USB 3.2
HDMI
LAN (RJ45)
USB Type-C"
326831,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Win11 (9Z2V9PA),27190000.0,NaN,HP,5,,Khơi mào sự sáng tạo hay thể hiện độ năng động trong học tập và làm việc với khả năng gập xoay 360 độ cùng màn hình cảm ứng siêu tiện lợi. Laptop HP Pavilion X360 14 ek2027TU Core 7 150U (9Z2V9PA) còn được tích hợp cấu hình với con chip Intel Core 7 thế hệ mới cho mọi công việc được hoàn thiện ở hiệu quả cao.,Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core 7 Raptor Lake - 150U,Hãng không công bố,3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"3-cell, 43Wh",14,Windows 11 Home SL,Full HD (1920 x 1080),"2 x USB 3.2
HDMI
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
334689,https://www.thegioididong.com/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0,Laptop GIGABYTE Gaming G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0),21190000.0,NaN,GIGABYTE,4.9,,"Chiếc laptop gaming này được trang bị cấu hình mạnh mẽ với vi xử lý Intel thế hệ 13 dòng H hiệu năng cao, card đồ họa rời RTX 40 series và màn hình tần số quét 144 Hz, mang đến trải nghiệm mượt mà trong mọi trận đấu. Với mức giá dưới 22 triệu, laptop GIGABYTE G5 MF5 RC555 i5 13500H (9RC55MF5FEIAA1VN0C0) sẽ trở thành người bạn đồng hành lý tưởng, giúp bạn thống lĩnh mọi đấu trường ảo một cách đầy tự tin.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Raptor Lake - 13500H,2.6GHz,4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","4-cell, 54Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"1 x USB 2.0
1 x USB 3.2
HDMI
1 x Microphone jack
1 x Headphone/microphone combo
LAN (RJ45)
2 x USB Type-C
Mini DisplayPort"
333423,https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004,Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004),14090000.0,NaN,Acer,4.9,2 đánh giá,"Khi công nghệ trở thành yếu tố không thể thiếu trong cuộc sống, việc sở hữu một chiếc laptop vừa mạnh mẽ vừa đa năng là điều cần thiết. Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U (NX.J2SSV.004) chính là giải pháp toàn diện với mức giá hợp lý, nhiều ưu đãi từ Thế Giới Di Động, đáp ứng mọi nhu cầu từ học tập, làm việc đến giải trí và bảo vệ dữ liệu cá nhân.",Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,Intel Core i5 Raptor Lake - 1334U,1.3GHz,4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","3-cell Li-ion, 58 Wh",16,Windows 11 Home SL,Full HD+,"Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)"
328235,https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W),20490000.0,-8%,Asus,5,1 đánh giá,"Laptop Asus Gaming TUF F15 FX507ZC4 i5 12500H (HN330W) là người bạn đồng hành hoàn hảo cho các game thủ đam mê sự mạnh mẽ và hiệu năng đỉnh cao. Cấu hình quốc dân với chip Intel dòng H và card đồ họa RTX 30 series, chiếc laptop này sẽ biến mọi trận đấu của bạn trở thành trải nghiệm tuyệt vời.",Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,NaN,NaN,3200 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","4-cell, 56Wh",15.6,Windows 11 Home SL,Full HD (1920 x 1080),"Jack tai nghe 3.5 mm
1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)
LAN (RJ45)"
