Link,Name,DiscountedPrice,DiscountPercent,Brand,Rating,NumberOfReview,Description,WarrantyDuration,Card,CPU,RAM,Storage,Battery,Screen_size,Operating_System,Resolution,Ports
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da006uvn.html,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA006UVN,23.990.000đ,Giảm 10%,Laptop AI,NaN,NaN,"Thiết kế mỏng nhẹ và thanh lịch với màu xám tinh tế.
Trang bị bộ vi xử lý Intel Core U7-155H mang lại hiệu suất mạnh mẽ.
Ram 16GB và ổ cứng SSD 512GB PCIe đảm bảo tốc độ khởi động và truy xuất dữ liệu nhanh chóng.
Màn hình 14 inch WUXGA OLED với độ phân giải cao, hiển thị sống động và chi tiết.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Arc Graphics,"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB",16GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",57Wh,14 inches,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
2x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4
1x HDMI 1.4b
1x Headphone / microphone combo jack (3.5mm)
1x Đầu đọc thẻ microSD"
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1002nvn.html,Laptop Lenovo IdeaPad Slim 3 OLED 15IRH10 83K1002NVN,19.790.000đ,Giảm 6%,Lenovo,NaN,NaN,"Laptop Lenovo IdeaPad Slim 3 có thiết kế mỏng nhẹ, màu xám hiện đại, mang lại vẻ đẹp thanh lịch và cao cấp.
Màn hình 15.1"" WQXGA OLED với tần số quét 165Hz, cho hình ảnh siêu sắc nét, màu sắc sống động và chuyển động mượt mà, lý tưởng cho giải trí và công việc sáng tạo.
Sử dụng vi xử lý Intel Core i5-13420H thế hệ mới, RAM 24GB và SSD 512GB PCIe, mang lại hiệu năng vượt trội, hỗ trợ đa nhiệm mượt mà và tốc độ xử lý nhanh chóng.
Cài sẵn Windows 11, giao diện hiện đại và tối ưu hóa trải nghiệm người dùng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)","60Wh
Đầu tròn 65W (3 chân)",15.1 inches,"Windows 11 Home Single Language, English",2560 x 1600 (WQXGA),"2x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2
1x HDMI 1.4
1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)
1x đầu đọc thẻ SD
1x đầu nối nguồn"
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1002nvn.html,Laptop Lenovo IdeaPad Slim 3 OLED 15IRH10 83K1002NVN,19.790.000đ,Giảm 6%,Lenovo,NaN,NaN,"Laptop Lenovo IdeaPad Slim 3 có thiết kế mỏng nhẹ, màu xám hiện đại, mang lại vẻ đẹp thanh lịch và cao cấp.
Màn hình 15.1"" WQXGA OLED với tần số quét 165Hz, cho hình ảnh siêu sắc nét, màu sắc sống động và chuyển động mượt mà, lý tưởng cho giải trí và công việc sáng tạo.
Sử dụng vi xử lý Intel Core i5-13420H thế hệ mới, RAM 24GB và SSD 512GB PCIe, mang lại hiệu năng vượt trội, hỗ trợ đa nhiệm mượt mà và tốc độ xử lý nhanh chóng.
Cài sẵn Windows 11, giao diện hiện đại và tối ưu hóa trải nghiệm người dùng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)","60Wh
Đầu tròn 65W (3 chân)",15.1 inches,"Windows 11 Home Single Language, English",2560 x 1600 (WQXGA),"2x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2
1x HDMI 1.4
1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)
1x đầu đọc thẻ SD
1x đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7.html,Laptop ASUS Zenbook S 16 UM5606KA-RK127WS,39.490.000đ,Giảm 8%,Laptop AI,NaN,NaN,"Trang bị CPU Ryzen AI 7 350 mạnh mẽ cùng RAM 24GB, đảm bảo xử lý mượt mà các tác vụ nặng.
Màn hình 16.0 inch OLED 3K với tần số quét 120Hz cho hình ảnh sắc nét, màu sắc sống động và trải nghiệm thị giác tuyệt vời.
Ổ cứng SSD 1TB PCIe cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu cực nhanh.
Máy đi kèm Windows 11 và Microsoft Office bản quyền, mang đến tiện ích và sẵn sàng sử dụng.
Laptop sở hữu thiết kế đẹp mắt với màu trắng thanh lịch, phù hợp với phong cách chuyên nghiệp.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",24GB,1TB M.2 NVMe PCIe 4.0 SSD,"78WHrs, 2S2P, 4-cell Li-ion",16 inches,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"1x USB 3.2 Gen 2 Type-A (10Gbps)
2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị/cung cấp điện (40Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3.5mm
Đầu đọc thẻ SD 4.0"
https://cellphones.com.vn/laptop-acer-aspire-lite-15-al15-41p-r3u5.html,Laptop Acer Aspire Lite 15 AL15-41P-R3U5 NX.J53SV.001,12.890.000đ,Giảm 1%,Acer,NaN,NaN,"Sử dụng vi xử lý AMD Ryzen 7 5700U, máy cung cấp hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và ứng dụng nặng.
Màn hình 15.6 inch FHD cho hình ảnh sắc nét và màu sắc sống động, lý tưởng cho giải trí và làm việc.
Với 16GB RAM và ổ cứng 512GB PCIe, người dùng có không gian lưu trữ thoải mái và khả năng xử lý mượt mà.
Chạy trên hệ điều hành Windows 11, laptop này mang lại trải nghiệm người dùng hiện đại và nhiều tính năng hữu ích.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen 7 5700U (8 lõi / 16 luồng, 1.8 GHz - 4.3 GHz, Total Cache L2 : 4MB - Total Cache L3 : 8MB)",16GB,512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),"Pin Li-ion 3 cell 58Wh, Bộ chuyển đổi 65W PD Type C",15.6 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"1x USB Type-C
3x cổng USB-A
Cổng HDMI 1.4 hỗ trợ HDCP
thẻ nhớ microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT)
Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp"
https://cellphones.com.vn/macbook-pro-14-inch-m4-max-36gb-1tb.html,MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB | Chính hãng Apple Việt Nam,77.490.000đ,Giảm 3%,Mac,NaN,NaN,"Chip M4 Max mạnh mẽ, sở hữu 14 nhân CPU và 32 nhân GPU, đem lại hiệu năng đồ họa vượt trội.
RAM 36GB dung lượng lớn, xử lý mượt mà các ứng dụng đòi hỏi nhiều tài nguyên, hỗ trợ đa nhiệm mạnh mẽ.
Ổ cứng SSD 1TB dung lượng lớn, cung cấp không gian lưu trữ thoải mái cho các dự án lớn và tập tin dung lượng cao.
Màn hình Liquid Retina XDR 14.2 inch sắc nét với công nghệ ProMotion, mang lại trải nghiệm hình ảnh sống động và mượt mà.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","32 lõi
Neural Engine 16 lõi",Chip Apple M4 Max 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,36GB,1TB,"Pin Li-Po 72.4 watt-giờ
Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 13 giờ",14.2 inches,macOS,3024 x 1964 pixels,"Khe thẻ nhớ SDXC
Cổng HDMI
Jack cắm tai nghe 3.5 mm
Cổng MagSafe 3
Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)"
https://cellphones.com.vn/laptop-hp-245-g10-bg5u8pt.html,Laptop HP 245 G10 BG5U8PT,15.490.000đ,Giảm 23%,HP,NaN,NaN,"Laptop được trang bị vi xử lý AMD Ryzen 7 7730U, mang lại hiệu suất mạnh mẽ cho các tác vụ văn phòng và đa nhiệm.
Màn hình 14.0 inch FHD cung cấp hình ảnh sắc nét, lý tưởng cho công việc và giải trí.
Với 16GB RAM và ổ cứng 512GB PCIe, máy hỗ trợ đa nhiệm hiệu quả và có đủ không gian lưu trữ cho dữ liệu quan trọng.
Cài sẵn Windows 11, mang lại trải nghiệm người dùng thân thiện với nhiều tính năng mới và cải tiến về hiệu suất và bảo mật.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen 7 7730U (xung nhịp tăng tối đa lên đến 4,5 GHz, bộ nhớ đệm L3 16 MB, 8 lõi, 16 luồng)",16GB,512 GB PCIe NVMeTM SSD,"HP Long Life 3-cell, 41 Wh Li-ion",14 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"1x cổng USB Type-C có tốc độ truyền tín hiệu 5 Gbps
2x cổng USB Type-A có tốc độ truyền tín hiệu 5 Gbps
1x bộ nguồn AC
1x cổng HDMI 1.4b
1x giắc cắm kết hợp tai nghe/micrô âm thanh nổi"
https://cellphones.com.vn/macbook-pro-16-inch-m4-pro-24gb-512gb.html,MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB | Chính hãng Apple Việt Nam,64.490.000đ,Giảm 1%,Mac,NaN,NaN,"Mạnh mẽ với chip 14 nhân CPU và 20 nhân GPU, xử lý đa nhiệm mượt mà và đồ họa xuất sắc.
RAM 24GB cho phép chạy nhiều ứng dụng cùng lúc mà không bị giật lag, đáp ứng nhu cầu làm việc chuyên nghiệp.
Ổ cứng SSD 512GB tốc độ cao, giúp khởi động máy và truy xuất dữ liệu nhanh chóng.
Màn hình Liquid Retina XDR 16 inch sắc nét với độ phân giải cao, mang lại trải nghiệm hình ảnh sống động.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","20 lõi
Neural Engine 16 lõi",Apple M4 Pro 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,24GB,512GB,"Pin Li-Po 100 watt-giờ
Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 17 giờ",16.2 inches,macOS,3456 x 2234 pixels,"Khe thẻ nhớ SDXC
Cổng HDMI
Jack cắm tai nghe 3.5 mm
Cổng MagSafe 3
Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)"
https://cellphones.com.vn/laptop-asus-vivobook-s-15-s5507qa-ma089ws-copilot-x-elite.html,Laptop ASUS Vivobook S 15 S5507QA-MA089WS Copilot+ X Elite,29.990.000đ,Giảm 14%,Laptop AI,5.0/5,1 đánh giá,"CPU Snapdragon X Elite X1E 78 100 mạnh mẽ cùng 32GB RAM LPDDR5X siêu tốc, xử lý mượt mà mọi tác vụ, từ công việc văn phòng đến thiết kế và chơi game nhẹ.
Màn hình OLED 15.6 inch 3K cho trải nghiệm hình ảnh tuyệt đẹp với màu sắc sống động, dải màu 100% DCI-P3 đáp ứng mọi nhu cầu giải trí và thiết kế chuyên nghiệp.
Ổ cứng 1TB PCIe NVMe SSD mang đến tốc độ truy xuất dữ liệu cực nhanh, rút ngắn thời gian khởi động máy và ứng dụng, cho trải nghiệm mượt mà chưa từng có.
Vỏ máy màu bạc sang trọng cùng thiết kế mỏng nhẹ, Vivobook S 15 dễ dàng đồng hành cùng bạn mọi lúc mọi nơi.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ","Snapdragon X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng)
Qualcomm AI Engine lên đến tổng cộng 75 TOP",32GB,1TB M.2 NVMe PCIe 4.0 SSD,"70WHrs, 3S1P, 3-cell Li-ion",15.6 inches,Windows 11 Home,NaN,"2x USB 3.2 Thế hệ 1 Loại A
2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị / Sạc
1x HDMI 2.1 TMDS
1x 3.5mm Giắc cắm âm thanh kết hợp
Đầu đọc thẻ Micro SD"
https://cellphones.com.vn/macbook-pro-14-inch-m4-pro-24gb-1tb.html,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB | Chính hãng Apple Việt Nam,59.990.000đ,NaN,Mac,NaN,NaN,"Trang bị chip M4 Pro mạnh mẽ với 14 nhân CPU và 20 nhân GPU, xử lý đa nhiệm và các tác vụ chuyên nghiệp một cách hiệu quả.
RAM 24GB dung lượng lớn, đảm bảo hoạt động mượt mà khi chạy nhiều ứng dụng cùng lúc, đặc biệt là các ứng dụng đòi hỏi nhiều tài nguyên.
Ổ cứng SSD 1TB dung lượng lớn, cung cấp không gian lưu trữ thoải mái cho dữ liệu, ứng dụng và các dự án.
Màn hình Liquid Retina XDR 14.2 inch sắc nét, với công nghệ ProMotion 120Hz, mang lại trải nghiệm hình ảnh mượt mà và sống động.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","GPU 20 lõi
Neural Engine 16 lõi",Apple M4 Pro 14 lõi,24GB,1TB,"Pin Li-Po 72.4 watt-giờ
Thời gian xem video trực tuyến lên đến 22 giờ
Thời gian duyệt web trên mạng không dây lên đến 14 giờ",14.2 inches,macOS,3024 x 1964 pixels,"Khe thẻ nhớ SDXC
Cổng HDMI
Jack cắm tai nghe 3.5 mm
Cổng MagSafe 3
Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)"
https://cellphones.com.vn/laptop-asus-vivobook-16-m1607ka-mb091ws-ryzen-ai-7.html,Laptop ASUS Vivobook 16 M1607KA-MB091WS,19.490.000đ,Giảm 15%,Laptop AI,5.0/5,1 đánh giá,"Laptop trang bị bộ vi xử lý Ryzen AI 7 350, mang lại hiệu suất cao cho các tác vụ đa nhiệm và xử lý đồ họa.
Với 16GB RAM, VivoBook 16 cho phép người dùng làm việc mượt mà trên nhiều ứng dụng cùng lúc.
Ổ cứng SSD 512GB PCIe cung cấp không gian lưu trữ rộng rãi và tốc độ truy cập nhanh, lý tưởng cho việc lưu trữ dữ liệu và khởi động nhanh.
Màn hình 16.0 inch WUXGA mang đến không gian làm việc rộng rãi và hình ảnh sắc nét, giúp cải thiện trải nghiệm xem và làm việc.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",16GB,512GB M.2 NVMe PCIe 4.0 SSD,"42WHrs, 3S1P, 3-cell Li-ion",16 inches,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,1920 x 1200 pixels (WUXGA),"2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)
2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị / Sạc (tốc độ dữ liệu lên đến 5Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3.5mm"
https://cellphones.com.vn/macbook-air-13-m3-24gb-512gb-2024-sac-35w.html,MacBook Air M3 13 inch 2024 8CPU 10GPU 24GB - 512GB Sạc 35W | Chính hãng Apple Việt Nam,31.990.000đ,Giảm 16%,Mac,NaN,NaN,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 13.6 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc nhanh chóng nạp đầy pin khi bạn cần","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",GPU 10 Lõi,"CPU Apple M3 8 Lõi
Neural Engine 16 lõi",24GB,512GB SSD,NaN,13.6 inches,MacOS,NaN,"Cổng sạc MagSafe 3
Hai cổng Thunderbolt / USB 4"
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn.html,Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN,41.790.000đ,Giảm 3%,Laptop AI,NaN,NaN,"Laptop sở hữu màn hình 15.3 inch WQXGA+ với tần số quét 120Hz, cung cấp hình ảnh sắc nét và mượt mà, lý tưởng cho cả công việc và giải trí.
Trang bị vi xử lý Intel U7-258V và 32GB RAM, máy đảm bảo xử lý mượt mà mọi tác vụ đa nhiệm và ứng dụng nặng.
Với 1TB PCIe SSD, người dùng có không gian lưu trữ rộng rãi cho dữ liệu, tài liệu, và ứng dụng, đồng thời tăng tốc độ truy xuất dữ liệu.
Máy chạy trên Windows 11 và Microsoft Office mang lại trải nghiệm người dùng mượt mà và các tính năng hỗ trợ làm việc hiệu quả.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Arc Graphics 140V,"Intel Core Ultra 7 258V, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.8GHz, 12MB",32GB,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (1 ổ đĩa, tối đa 1TB)","70Wh
65W USB-C (3-pin)",15.3 inches,"Windows 11 Home Single Language, English + Office Home & Student 2021",2880 x 1800 pixels,"1x HDMI 2.1, lên đến 4K/60Hz
1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)
1x USB-A (USB 5Gbps/USB 3.2 Gen 1)
2x USB-C (Thunderbolt 4/USB4 40Gbps), với USB PD 3.1 và DisplayPort 2.1"
https://cellphones.com.vn/imac-m4-24-inch-10cpu-10gpu-24gb-512gb.html,iMac M4 2024 24 inch 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam,49.990.000đ,NaN,Mac,NaN,NaN,"iMac M4 2024 24 inch cho trải nghiệm hình ảnh tuyệt vời trên màn hình Retina sắc nét.
Chip M4 mạnh mẽ với 10 nhân CPU và 10 nhân GPU hiệu năng vượt trội cho khả năng xử lý đồ họa.
RAM 24GB đa nhiệm mượt mà, xử lý nhiều ứng dụng cùng lúc không bị giật lag.
Ổ cứng SSD 512GB cho tốc độ truy xuất dữ liệu nhanh, khởi động máy và mở ứng dụng nhanh chóng.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",GPU 10 lõi,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",24GB,512GB,NaN,24 inches,macOS,4480 x 2520 (4.5K),"4x Thunderbolt 4 (lên đến 40Gb/s)
USB 4 (lên đến 40Gb/s)
USB 3.1 Gen 2 (lên đến 10Gb/s)
DisplayPort
Jack cắm tai nghe 3.5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao
Gigabit Ethernet"
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da006tvn.html,Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA006TVN,21.490.000đ,Giảm 9%,Laptop AI,5.0/5,1 đánh giá,"Mang đến hiệu suất mạnh mẽ với bộ vi xử lý U5-125H, lý tưởng cho các tác vụ đa nhiệm.
Thiết kế mỏng nhẹ và màu xám thanh lịch giúp sản phẩm dễ dàng mang theo bên mình.
Màn hình 14.0 inch WUXGA OLED cho hình ảnh sắc nét và màu sắc sống động, phù hợp cho việc xem phim và làm việc.
Với 16GB RAM và 1TB PCIe SSD, laptop cho phép lưu trữ lớn và khởi động nhanh chóng.
Hệ điều hành Windows 11 mới nhất mang lại trải nghiệm người dùng mượt mà và đầy đủ tính năng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Arc Graphics,"Intel Core Ultra 5 125H, 14C (4P + 8E + 2LPE) / 18T, Max Turbo up to 4.5GHz, 18MB",16GB,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",57Wh,14 inches,"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"1x USB-A Gen 1
1x USB-A Gen 1, Always On
2x USB-C Gen 1, với USB PD 3.0 và DisplayPort 1.4
1x HDMI 1.4b
1x Headphone / microphone combo jack (3.5mm)
1x Đầu đọc thẻ nhớ microSD"
https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws.html,Laptop ASUS TUF Gaming A14 FA401WV-RG062WS,40.990.000đ,Giảm 9%,Laptop AI,NaN,NaN,"Trang bị chip Ryzen AI 9 HX mạnh mẽ, cùng với 16GB RAM và ổ cứng SSD 1TB PCIe, mang lại hiệu năng cao để đáp ứng nhu cầu chơi game và làm việc.
Màn hình 14 inch 2.5K với tần số quét 165Hz cung cấp trải nghiệm hiển thị sắc nét, mượt mà, đem lại lợi thế khi chơi game hoặc xem phim.
Trang bị card đồ họa rời NVIDIA RTX 4060, cho phép người dùng tận hưởng những tựa game đồ họa cao và các tác vụ sáng tạo nội dung.
Thiết kế chắc chắn và trọng lượng nhẹ 1.46kg giúp laptop di động linh hoạt, phù hợp với nhu cầu di chuyển của người dùng.
Tích hợp MUX Switch để người dùng có thể chuyển đổi giữa card đồ họa rời và card tích hợp, tùy theo nhu cầu sử dụng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4060 8GB GDDR6
AMD Radeon Graphics","AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads)
AMD Ryzen AI up to 81 TOPs",16GB,1TB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),"73WHrs, 4S1P, 4-cell Li-ion (Sạc lại từ 0-50% trong 30 phút)",14 inches,Windows 11 Home,2560 x 1600 pixels (2K),"1x Type-C USB 4 (DisplayPort / power delivery)
1x USB 3.2 Gen 2 Type-C (DisplayPort)
2x USB 3.2 Gen 2 Type-A
1x Đầu đọc thẻ (microSD) (UHS-II)
1x HDMI 2.1 FRL
1x 3.5mm Combo Audio Jack"
https://cellphones.com.vn/laptop-msi-prestige-14-ai-studio-c1veg-056vn.html,Laptop MSI Prestige 14 AI Studio C1VEG-056VN,31.990.000đ,Giảm 14%,MSI,NaN,NaN,"Trang bị bộ vi xử lý Intel Core Ultra 7-155H, cung cấp sức mạnh xử lý vượt trội cho các tác vụ phức tạp và ứng dụng AI.
Card đồ họa NVIDIA GeForce RTX 4050 6GB hỗ trợ tốt cho công việc sáng tạo nội dung, render 3D và chơi game ở mức đồ họa cao.
Với màn hình 14 inch độ phân giải 2.8K cung cấp trải nghiệm hình ảnh sắc nét và chi tiết, lý tưởng cho các công việc đòi hỏi độ chính xác về màu sắc và hình ảnh.
Bộ nhớ RAM 32GB và ổ cứng SSD PCIe 1TB không chỉ đa nhiệm mượt mà mà còn cung cấp không gian lưu trữ rộng rãi cho dữ liệu và các ứng dụng nặng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4050 6GB GDDR6
Intel Arc graphics","Intel Core Ultra 7 155H 16 lõi (6 P-cores + 8 E-cores + 2 Low Power E-cores), Max Turbo Frequency 4.8 GHz",32GB,1TB NVMe SSD PCIe Gen4,4-Cell 90 Whrs,14 inches,Windows 11 Home,2880 x 1800 pixels,"1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x Mic-in/Headphone-out Combo Jack
1x Type-A USB3.2 Gen2
1x Type-C (USB3.2 Gen2 / DisplayPort/ Power Delivery 3.1)
1x RJ45"
https://cellphones.com.vn/laptop-dell-inspiron-15-3530-n5i7240w1.html,Laptop Dell Inspiron 15 3530 N5I7240W1,21.490.000đ,Giảm 2%,Dell,NaN,NaN,"Trang bị bộ vi xử lý Intel Core i7-1355U, máy cho hiệu suất vượt trội, xử lý mượt mà các tác vụ đa nhiệm.
Màn hình 15.6 inch Full HD với tần số quét 120Hz mang đến hình ảnh rõ nét và trải nghiệm hình ảnh mượt mà, phù hợp cho việc chơi game và xem phim.
Với 16GB RAM và 512GB SSD PCIe, người dùng sẽ có đủ không gian lưu trữ và tốc độ truy xuất dữ liệu nhanh chóng.
Máy còn được cài sẵn Microsoft Office, giúp người dùng có thể làm việc ngay lập tức mà không cần cài đặt thêm.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Iris Xe Graphics,"Intel Core i7-1355U  1,20 GHz - 5.00 GHz 12 MB",16GB,512GB M.2 PCIe NVMe Solid Stat e Drive nâng cấp tối đa 2TB,"4-Cell Battery, 54WHr",15.6 inches,"Windows 11 Home, Single Language English Office Home & Student 2021",1920 x 1080 pixels (FullHD),"1 x Cổng USB 3.2 Gen 1
1 x Universal audio port
1 x Cổng USB 2.0
1 x Cổng HDMI 1.4
1 x Cổng USB 3.2 Gen 1 Type-C"
